custs_ids,custs_status,custs_verified,date_features_cted,date_features_uted
4XKTGXY,1,1,53148221.0,55893552.0
X5S778R,1,1,53148408.0,55893553.0
6J163EA,1,1,53148563.0,55893554.0
B3LUXL2,1,1,53148929.0,55893555.0
K5LNFNH,1,1,53157985.0,55893565.0
OKLHO2S,1,1,53162619.0,55893566.0
9ARN1DK,1,0,53176176.0,55893567.0
SCL84J2,1,1,53187609.0,55893567.0
VN9AEPM,1,1,53188911.0,55893568.0
JH53IGW,1,1,53190427.0,55893569.0
HB99D3G,1,1,53197222.0,55893571.0
JTDL6KB,1,1,53202082.0,55893576.0
42LQVLI,1,1,53205620.0,55893582.0
13I5RTC,1,1,53206708.0,55893583.0
G3XN56N,1,1,53206852.0,55893583.0
ZZJSJYC,1,1,53207031.0,55893584.0
VUJ856F,1,1,53209059.0,55893588.0
1U2CUVK,1,1,53209106.0,55893588.0
C936VMK,1,1,53210021.0,55893590.0
DMNUIZ3,1,1,53210044.0,55893590.0
54FROFC,1,1,53210167.0,55893591.0
2KYXWAK,1,1,53211223.0,55893592.0
EKRRJ5P,1,1,53211541.0,55893593.0
ADH9J71,1,1,53212714.0,55893595.0
GBW0GHB,1,0,53198789.0,55893468.0
WSTBCBB,1,0,53198790.0,55893470.0
SNI987G,1,0,53198791.0,55893476.0
ITO5EPV,1,0,53198791.0,55893477.0
Z2ZBNCB,1,1,53198791.0,62129208.0
CV3DYRQ,1,1,53198791.0,55893478.0
QJKXYN5,1,0,53198791.0,55893478.0
HLZGD1E,1,1,53198792.0,65559732.0
JWR467Z,1,0,53198792.0,55893487.0
VE792L3,1,1,53198792.0,66714108.0
JVGMGN2,1,0,53198794.0,55893505.0
K8GVFB5,1,0,53198794.0,55893506.0
5AXI27U,1,1,53198794.0,62121532.0
8J1E65A,1,0,53198795.0,55893507.0
2X906L0,1,0,53198796.0,55893521.0
8KUWUSG,1,1,53198798.0,58499271.0
O5NBEIO,1,0,53198799.0,55893539.0
CKELZO1,1,0,53198799.0,55893543.0
7IZ3BNE,1,0,53198800.0,55893545.0
7RGZ72A,1,1,53198800.0,55893545.0
54M1R9R,1,0,53198800.0,55893548.0
RM66TTK,1,1,53198801.0,64642710.0
WSPJ7JO,1,0,53198801.0,55893549.0
G2A5UB2,1,1,53198801.0,60747153.0
02Y4HXJ,1,1,53198802.0,60370296.0
YH9LGM7,1,0,53198802.0,55893557.0
5W1YHXO,1,0,53198802.0,55893558.0
4U6OO05,1,0,53198802.0,55893558.0
M8EF7OU,1,0,53198802.0,55893560.0
ZA0XLZM,1,0,53198803.0,55893563.0
GPAQLZP,1,1,53198805.0,55893577.0
ET73AJP,1,1,53198805.0,58560557.0
JZ0DGO0,1,0,53198806.0,55893580.0
6K3SPJM,1,1,53198806.0,66878799.0
4X5VTG6,1,0,53198807.0,55893586.0
KIL6Y7P,1,0,53198807.0,55893587.0
ZT9DNZ5,1,1,53215273.0,55893598.0
EZNC97D,1,1,53218290.0,55893601.0
2OSTL68,1,1,53219198.0,55893602.0
BFUVEY7,1,1,53219266.0,55893602.0
6QEHKYC,1,1,53219523.0,55893603.0
VB8BRJY,1,1,53221297.0,55893604.0
XW09K81,1,1,53221484.0,55893605.0
J8G02UD,1,1,53221566.0,55893605.0
DS70KFV,1,1,53222963.0,55893607.0
NKCB49D,1,1,53223100.0,55893609.0
R7DOIB9,1,1,53223559.0,55893609.0
GGG8N7O,1,1,53223890.0,55893611.0
KCZGOPK,1,1,53223984.0,55893611.0
YKO8JIP,1,1,53224253.0,55893612.0
KCY9VVV,1,1,53224408.0,55893612.0
F6SL6NH,1,1,53224738.0,55893615.0
7U9AUQS,1,1,53227685.0,55893624.0
63PV15D,1,1,53228131.0,55893626.0
7SQL23W,1,1,53228296.0,55893627.0
9WH9SNR,1,1,53230412.0,55893630.0
GJES9OA,1,1,53230475.0,62901395.0
X8HTUGO,1,1,53230582.0,55893631.0
1CEJEAL,1,1,53231067.0,55893632.0
ERG042K,1,1,53231376.0,55893633.0
DT48UYM,1,1,53231596.0,55893633.0
IV5FO4X,1,1,53232594.0,55893635.0
XENKYVC,1,1,53232596.0,55893635.0
850XUES,1,1,53232683.0,56163094.0
RF2R53R,1,1,53232811.0,55893637.0
MVA74K8,1,1,53233020.0,55893638.0
7MSSJ86,1,1,53233972.0,55893642.0
MSX8LYV,1,1,53234540.0,55893642.0
FU7C545,1,1,53235405.0,55893643.0
4ZXMJQ5,1,1,53235722.0,55893644.0
FXQYVQ7,1,1,53237508.0,55893648.0
Z7JRE4G,1,1,53240039.0,55893650.0
2W1QP0M,1,1,53244573.0,55893652.0
86XBB9Z,1,1,53249683.0,59098775.0
3UYOLP1,1,0,53249683.0,55893617.0
QMXJTFU,1,1,53249683.0,65412000.0
T6P52H2,1,0,53249685.0,55893631.0
3E07BT3,1,0,53249686.0,55893640.0
2TV8YTM,1,1,53249688.0,55893646.0
SNXVO22,1,0,53249688.0,55893646.0
V0S4MGP,1,0,53249689.0,55893651.0
16MHAEH,1,0,53249689.0,55893651.0
4RSCQET,1,0,53249690.0,55893654.0
APX7QH1,1,0,53249690.0,55893654.0
EIV2GS2,1,0,53249691.0,55893656.0
T7UZHUM,1,1,53274017.0,55893663.0
IUNZ8EA,1,1,53275390.0,55893664.0
XKCJPLM,1,1,53281435.0,55893665.0
7CV05UU,1,1,53283554.0,55893666.0
U2S5LO9,1,1,53269458.0,57174401.0
CKFJIVZ,1,1,53284566.0,55893667.0
N8JYSI4,1,1,53288464.0,55893672.0
WY8JIJK,1,1,53288667.0,55893673.0
7MPO1Z9,1,1,53288864.0,55893673.0
9DLRTKD,1,1,53292118.0,55893681.0
KEKHJ83,1,1,53293562.0,64439365.0
5EEWBUC,1,1,53295472.0,55893684.0
AMF8794,1,1,53295705.0,55893684.0
JECFCTY,1,1,53296935.0,55893686.0
9LHXOMJ,1,1,53302459.0,55893689.0
508ER9V,1,1,53302553.0,55893690.0
W9YZE5J,1,1,53302637.0,55893691.0
UYA60I1,1,1,53303337.0,55893692.0
0O1EZP0,1,1,53304264.0,55893693.0
U652S9F,1,1,53305016.0,55893694.0
ARGO0NU,1,0,53306546.0,55893697.0
CTW1DEL,0,1,53307634.0,55893700.0
Z7UDW2C,1,1,53309525.0,55893702.0
VRYMY8S,1,1,53310213.0,55893702.0
YNA2ZIB,1,1,53310507.0,55893704.0
1Y6R5SL,1,1,53311095.0,55893706.0
UYDZBFJ,1,1,53312288.0,63132943.0
8EYKWN3,1,1,53313021.0,55893709.0
NIU5OOP,1,1,53313486.0,55893710.0
BV1M4DT,1,1,53313630.0,66014654.0
WI39QS7,1,1,53313642.0,55893711.0
L4K8KLK,1,1,53315041.0,55893713.0
83BW78H,1,1,53315182.0,55893714.0
QTZQFZG,1,1,53315788.0,55893716.0
5VSDSVL,1,1,53316015.0,64283690.0
EC9F0J8,1,1,53316646.0,55893719.0
4YD1EH3,1,1,53316816.0,55893720.0
C2XN63Y,1,1,53317087.0,55893720.0
NHZMTDA,1,1,53318122.0,55893722.0
THKACT4,1,0,53318330.0,55893722.0
P2BNU0Y,1,1,53318734.0,55893723.0
AIGPDXH,1,1,53319004.0,55893725.0
1JKPEUR,1,1,53319086.0,55893725.0
JRXUFH2,1,1,53320760.0,55893728.0
MTPPWYD,1,1,53321163.0,55893730.0
LGOHUWK,1,1,53321858.0,55893732.0
L1C59A5,1,1,53325178.0,55893734.0
EQF0FFA,1,1,53325556.0,55893735.0
DJSXH2G,1,1,53325943.0,55893735.0
J43K744,1,1,53328295.0,55893738.0
RUVYGIS,1,0,53365379.0,55893746.0
YSYEVIV,1,1,53370518.0,55893748.0
ZBNXBXP,1,1,53371318.0,55893749.0
7RBTPYX,1,1,53372022.0,55893749.0
S64AN6Y,1,1,53372331.0,55893750.0
PD2ASGU,1,1,53373848.0,55893752.0
TEY9P3U,1,1,53377005.0,55893753.0
95XO1R5,1,1,53378269.0,55893755.0
0M9RZ3P,1,1,53379541.0,55893758.0
Y031MFK,1,1,53379826.0,55893759.0
Z3RQUL0,1,1,53380220.0,55893760.0
1KA4YSD,1,1,53380293.0,55893760.0
L1A2902,1,1,53380785.0,55893762.0
L55E2XY,1,1,53383460.0,55893766.0
D1P4W4M,1,1,53383810.0,55893767.0
H7PEQVP,1,1,53384814.0,55893768.0
JSOEFA1,1,1,53386160.0,55893770.0
N046NOU,1,1,53386666.0,55893771.0
14R161Q,1,1,53388649.0,55893772.0
MNLTOZ1,1,1,53389349.0,55893773.0
LLZKDRP,1,1,53389949.0,55893774.0
RAKM9IF,1,1,53390068.0,55893774.0
Z2M5DYT,1,1,53390134.0,55893775.0
IMLGFGN,1,1,53390820.0,55893776.0
KPR11F1,1,1,53391354.0,55893777.0
I7YFDL7,1,1,53394040.0,55893780.0
7LJSS6I,1,1,53394454.0,55893782.0
9UOUYG2,1,1,53394670.0,55893782.0
JEX2GD2,1,1,53395809.0,55893784.0
TQNXHLD,1,1,53397079.0,55893785.0
X9HB08E,1,0,53397659.0,55893786.0
1UT5P8V,1,1,53398173.0,55893788.0
D3N7ZQX,1,1,53398278.0,55893788.0
PP87NI0,1,0,53398329.0,55893789.0
7JJW07T,1,1,53399631.0,55893798.0
U0F9L2K,1,1,53400271.0,55893802.0
TURPNW9,1,1,53400697.0,67311122.0
QEX3B3Q,1,1,53401365.0,55893805.0
9022SIY,1,1,53401468.0,55893806.0
ZQOUWNR,1,1,53402289.0,55893807.0
RAYPYRH,1,1,53402500.0,55893809.0
IKCA26S,1,1,53402571.0,59191444.0
TU55CZB,1,1,53403203.0,55893810.0
NSPCY5O,1,1,53403465.0,55893811.0
GD4K4C7,1,1,53403672.0,55893811.0
K27SHE1,1,1,53403889.0,55893812.0
33QFD7X,1,1,53404003.0,61527786.0
H7C6N5O,1,1,53404131.0,55893814.0
3NVNJNC,1,1,53404176.0,55893814.0
1BOSH3S,1,1,53404397.0,55893814.0
E2IHUA2,1,1,53404540.0,67385385.0
9D83ND3,1,1,53404877.0,55893815.0
B6JCZV2,1,1,53404963.0,55893817.0
03MYN9R,1,1,53405541.0,55893818.0
WQRWL6M,1,1,53406190.0,55893819.0
EW60PG0,1,1,53406549.0,55893820.0
CQ21KFW,1,1,53407326.0,55893822.0
HHDDVX4,1,1,53414029.0,55893827.0
0UEB36G,1,1,53414129.0,55893827.0
CSDZMQW,1,1,53449752.0,55893836.0
4NYYUA0,1,1,53452483.0,55893836.0
JEWWVL6,1,1,53452722.0,55893833.0
GK0SGEK,1,0,53453022.0,55893837.0
U9CWGYI,1,1,53453304.0,55893837.0
K9BE00O,1,1,53454207.0,55893838.0
HHH5TAB,1,1,53456827.0,55893840.0
ZVMAIUU,1,1,53457730.0,55893840.0
E0V4CU9,1,1,53457946.0,55893832.0
1CRRH5I,1,1,53458553.0,55893841.0
SY96LB6,1,1,53459617.0,55893842.0
AT191IF,1,1,53460149.0,55893795.0
3ADY4L7,1,1,53460592.0,55893842.0
1M8YBAR,1,1,53461055.0,55893842.0
HO3VUFQ,1,1,53461945.0,55893844.0
08TXX9T,1,1,53464140.0,55893851.0
GCH2SGH,1,0,53464534.0,55893851.0
8BIELBK,1,1,53464743.0,55893852.0
BUT4M8I,1,1,53464850.0,55893852.0
VRHPQLJ,1,1,53465088.0,55893854.0
RKLV6N5,1,1,53465113.0,55893854.0
JPA5LUZ,1,1,53465138.0,55893854.0
TXJHX4E,1,1,53465560.0,55893855.0
VXBM4ZV,1,1,53465572.0,55893855.0
CEU6FE4,1,1,53468030.0,55893857.0
MBLBTHG,1,1,53469455.0,55893859.0
A8J4Z0M,1,1,53469791.0,55893860.0
G2QFL8L,1,1,53472660.0,55893861.0
LOQ5PM0,1,1,53473156.0,55893862.0
EAXROCW,1,0,53475232.0,55893864.0
09G8T4G,1,1,53477862.0,55893829.0
Y411CFO,1,1,53480076.0,55893869.0
TKL8OGK,1,1,53480167.0,55893869.0
V5DD6VQ,1,1,53480275.0,55893870.0
1T8HFE4,1,1,53481091.0,55893870.0
LZ1PUIB,1,1,53481436.0,55893872.0
CN1MO9V,1,0,53481763.0,55893872.0
ENZTWAW,1,1,53481820.0,55893874.0
FKK6M31,1,1,53482126.0,55893875.0
928J1YE,1,1,53483042.0,55893876.0
7DETMC6,1,1,53483281.0,55893877.0
PC8O6IM,1,1,53483347.0,55893877.0
8KWPKUT,1,1,53483446.0,55893878.0
QO3JQQG,1,1,53483454.0,55893878.0
42PJSVO,1,1,53484226.0,55893879.0
WF9V2JZ,1,1,53484538.0,55893879.0
9AAS00W,1,1,53484829.0,57877647.0
BNFMDWQ,1,1,53484911.0,55893881.0
WG9EU15,1,1,53485125.0,55893881.0
YQBI3XC,1,0,53486422.0,55893883.0
U1M4RE7,1,1,53486431.0,55893884.0
ZSI5GE0,1,1,53486504.0,55893884.0
NM59ZYA,1,1,53486521.0,55893885.0
5ZC4FEN,1,1,53486530.0,55893885.0
PALC6IK,1,1,53486689.0,55893886.0
DWNLO70,1,1,53487205.0,55893887.0
U0MTWLJ,1,1,53487456.0,55893888.0
Z5FES3Y,1,1,53487772.0,55893889.0
SXNKGKD,1,1,53488599.0,55893890.0
PZAI9QO,1,1,53488704.0,55893891.0
DTFOWFJ,1,1,53488781.0,55893891.0
V7ED7UL,1,1,53489056.0,55893892.0
E24X13A,1,1,53489550.0,55893893.0
92D7ANF,1,1,53489689.0,55893893.0
WF4VV8Z,1,1,53489738.0,55893894.0
VG8D7ZL,1,1,53491049.0,55893896.0
73D63YD,1,1,53491134.0,55893897.0
C47V8WP,1,1,53491277.0,55893897.0
AGB3HA6,1,1,53491876.0,55893898.0
MCWD5U1,1,1,53492442.0,55893899.0
M0QNMUO,1,1,53493467.0,55893900.0
Q2H4RZ1,1,1,53493872.0,55893901.0
46F6OSI,1,1,53494428.0,55893901.0
028L9YA,1,1,53495177.0,55893902.0
7FDNCOC,1,1,53495513.0,55893903.0
SADNOG8,1,1,53496775.0,55893906.0
2SM6FIY,1,1,53497056.0,55893905.0
E5J6SF0,1,1,53497208.0,55893907.0
0AUI8VR,1,1,53497331.0,55893907.0
FQRUYDD,1,1,53497488.0,55893908.0
2BGL23U,1,1,53497657.0,55893908.0
PTTL9EP,1,1,53497728.0,55893909.0
OVQ7FJJ,1,1,53498638.0,55893911.0
TCGB9PF,1,1,53500197.0,55893915.0
Q729OGC,1,0,53500357.0,55893916.0
YYPNRFJ,1,0,53500386.0,55893917.0
HTSZEXO,1,1,53508050.0,55893920.0
DGK0OL5,1,1,53525257.0,55893920.0
0WKKJIH,1,1,53536342.0,59958250.0
3X70WSA,1,1,53539924.0,55893924.0
7BZ6J3J,1,1,53541242.0,55893925.0
QDY7SQ4,1,1,53544891.0,55893928.0
7C1GGD5,1,1,53547409.0,55893930.0
C6JQL5I,1,1,53547684.0,62208192.0
PP56Y19,1,1,53548074.0,55893932.0
P9BY1S1,1,1,53548340.0,55893932.0
1CUOFYJ,1,1,53550791.0,55893935.0
ZD8S6JQ,1,1,53551292.0,55893936.0
R4N1G7B,1,1,53554449.0,55893937.0
LZH5AWD,1,1,53555158.0,55893938.0
X0DI6SW,1,1,53555567.0,55893938.0
AKU6YFZ,1,1,53556243.0,55893939.0
WVMTD3H,1,1,53556430.0,55893940.0
0RGPNLJ,1,1,53556497.0,55893940.0
H8ZBNJZ,1,1,53556571.0,55893941.0
Y4IWZR8,1,1,53560611.0,55893944.0
DB0RFJY,1,1,53560974.0,55893945.0
JE2ML9J,1,1,53563285.0,55893946.0
Z5NR7SH,1,1,53563339.0,55893947.0
KA5THPM,1,1,53563740.0,55893948.0
95RPW0E,1,0,53565155.0,55893950.0
V60UG6Q,1,1,53565363.0,62893483.0
8BLLX4E,1,1,53565549.0,55893951.0
RDZFQG3,1,1,53567764.0,55893953.0
UWBBL27,1,1,53568090.0,55893954.0
I3NXQFW,1,1,53568196.0,55893954.0
8XUB9SK,1,1,53568977.0,55893955.0
3YLIYA4,1,1,53569263.0,55893844.0
3QIZJV4,1,1,53570167.0,55893957.0
SIRJQ7B,1,1,53570852.0,55893959.0
UA43J1S,1,1,53570988.0,55893960.0
D6IVGMP,1,1,53571076.0,55893960.0
JZ9QC6V,1,1,53571195.0,55893961.0
EKLWNU2,1,1,53571316.0,55893961.0
0SORP7F,1,1,53571424.0,67042409.0
BR43J28,1,1,53572355.0,60927038.0
1AU2HRY,1,0,53572384.0,55893965.0
N1M1B4B,1,1,53572482.0,55893966.0
94ATB9S,1,1,53573512.0,55893967.0
G6MJYUQ,1,1,53573524.0,55893967.0
W22ADKY,1,1,53574084.0,55893678.0
E31D06D,1,1,53574320.0,55893968.0
MEHMKIS,1,0,53575205.0,55893970.0
BLH3LKQ,1,1,53575347.0,55893971.0
CHEKNZG,1,1,53576072.0,55893973.0
MMUNH6G,1,1,53576397.0,55893973.0
5Y0O9KA,1,1,53576595.0,55893974.0
6HSI1I6,1,1,53576722.0,55893974.0
8NTPQML,1,0,53576899.0,55893975.0
NZSYFTS,1,1,53577416.0,55893976.0
4MMSCQO,1,1,53577682.0,55893977.0
1GQPWWZ,1,1,53577728.0,62455992.0
3IP8H3D,1,1,53578925.0,64634823.0
203GO4A,1,0,53580930.0,55893984.0
HJFWMQJ,1,1,53583118.0,55893987.0
LW39KRG,1,1,53583306.0,55893987.0
DTD5L1L,1,1,53583763.0,55893988.0
DSJLM7J,1,1,53584414.0,55893919.0
BQW4V2G,1,1,53613518.0,55893993.0
SHIGEBF,1,1,53630905.0,55893997.0
9PP5IU3,1,0,53617232.0,55893903.0
LQZNY2B,1,0,53617232.0,55893904.0
T4H9I71,1,0,53617232.0,55893904.0
GX0U194,1,0,53617232.0,55893905.0
NUQKO40,1,0,53617234.0,55893912.0
0YN18FY,1,1,53617234.0,67472976.0
JCDBE97,1,0,53617234.0,55893913.0
MSB650O,1,0,53617234.0,55893914.0
2QVQ1DC,1,0,53617236.0,55893918.0
08DDKQF,1,0,53617236.0,55893919.0
KWHHIZ6,1,0,53617237.0,55893921.0
MI5C68P,1,0,53617237.0,55893922.0
COP4AWJ,1,0,53617237.0,55893923.0
HUG3HXB,1,0,53617238.0,55893670.0
5NKCADB,1,0,53617239.0,55893927.0
KFBI444,1,1,53617239.0,64522252.0
KP26HAG,1,0,53617240.0,55893674.0
X7GLMOX,1,1,53617240.0,57005453.0
Y32WKZG,1,0,53617241.0,55893933.0
BO4W9TK,1,0,53617241.0,55893934.0
5XYSOUR,1,0,53617242.0,55893936.0
TV8AIWU,1,0,53617249.0,55893972.0
X7YOVOQ,1,0,53617251.0,55893984.0
KMMR2SS,1,0,53617252.0,55893985.0
AD9KQML,1,1,53617253.0,63936373.0
E4PIUGY,1,1,53617254.0,62649945.0
UQEW4PO,1,1,53617254.0,63252935.0
1XTAX8K,1,0,53617254.0,55893718.0
UM76O9E,1,1,53617255.0,55893998.0
A1RN16E,1,0,53617256.0,55893727.0
BFDIJGG,1,0,53617256.0,55893727.0
6KAVXCD,1,0,53617257.0,55893732.0
93EWEP1,1,0,53617257.0,55893733.0
CUO5RAR,1,0,53617257.0,55893737.0
M62ENTA,1,1,53617258.0,63687080.0
X8XEU91,1,1,53617259.0,66821581.0
V0BW0WZ,1,1,53617261.0,60753602.0
37DP7LB,1,0,53617262.0,55893779.0
UXDJ4E5,1,0,53617264.0,55893791.0
VZAXF5M,1,0,53617264.0,55893792.0
NVMZXLU,1,0,53617264.0,55893794.0
GYH56CA,1,0,53617264.0,55893794.0
ZW09N40,1,0,53617268.0,55893828.0
LPLOQU7,1,1,53617269.0,63688211.0
8DI1WJA,1,0,53617269.0,55893831.0
REUMSZG,1,0,53617269.0,55893831.0
RHSFXBA,1,0,53617272.0,55893846.0
JR4SXLA,1,0,53617272.0,55893849.0
91B0MMM,1,1,53617273.0,60917346.0
6OB37ES,1,1,53617273.0,55893850.0
8XE6XFR,1,0,53617273.0,55893851.0
6UGSWZW,1,0,53617274.0,55893861.0
ZZ3ML3S,1,1,53633494.0,55893999.0
ZBM1KBM,1,1,53633531.0,55894000.0
XU1N1P5,1,1,53634123.0,55894002.0
MRWCWS0,1,1,53638519.0,55894008.0
QLX4SPV,1,1,53638765.0,55894009.0
67FDZJY,1,1,53640727.0,55894010.0
AO3KJWW,1,1,53641303.0,55894010.0
41QIYEJ,1,1,53642896.0,55894012.0
QDXLWM7,1,1,53645535.0,55894013.0
O1LSETZ,1,1,53645975.0,55894013.0
M30TACJ,1,0,53647828.0,55894014.0
PIRLJHC,1,1,53648678.0,55894014.0
6RAVWJU,1,1,53652329.0,55894018.0
QDDYWZA,1,1,53654790.0,55894020.0
C18299E,1,1,53656511.0,55894021.0
0OEJSZP,1,1,53656553.0,55894022.0
27Y2G4P,1,1,53657016.0,55894023.0
Q9KIYDN,1,1,53657358.0,55894023.0
VU11KAT,1,1,53658179.0,55894025.0
FWYBW1J,1,1,53658551.0,55894025.0
63SMZTT,1,1,53658671.0,63863960.0
IXSX63B,1,1,53658853.0,55894026.0
75JXCJL,1,1,53658914.0,55894027.0
5IUL2JV,1,1,53659654.0,55894028.0
H3YYWDT,1,1,53659669.0,55894029.0
EQKI8BB,1,1,53660198.0,55894029.0
3V2VZ4X,1,1,53660367.0,55894030.0
EPD9YGS,1,1,53660998.0,55894031.0
28B85N8,1,1,53661016.0,55894031.0
RW2TOXA,1,1,53661061.0,55894032.0
N2OIGW5,1,1,53661175.0,55894032.0
W70DD8N,1,1,53661441.0,55894033.0
S5QUTRV,1,1,53661751.0,62041808.0
MSAB3ZN,1,1,53661778.0,55894035.0
YF6ZHO1,1,1,53662395.0,55894036.0
SAQ2XVU,1,1,53662555.0,55894036.0
LSTND2H,1,1,53663221.0,55894037.0
AQ3VOBF,1,1,53663380.0,55894038.0
040W0D3,1,1,53663832.0,55894039.0
VIQS1AD,1,1,53664103.0,55894039.0
R3S5PY7,1,1,53664927.0,55894041.0
XCURHHH,1,1,53665075.0,55894041.0
M9T9LH0,1,1,53666506.0,55894043.0
HXSLZ8H,1,1,53666565.0,55894044.0
LOEJY4F,1,1,53666779.0,55894044.0
3MNUJRG,1,0,53668190.0,55894045.0
T1A229S,1,1,53669353.0,55894046.0
E24DBFN,1,1,53669537.0,55894047.0
IKYOXJT,1,1,53670559.0,55894048.0
WW486MW,1,1,53674025.0,55894051.0
KN4FS11,1,1,53677528.0,55894054.0
CNOP3UN,1,1,53682409.0,64474769.0
R3VRSAA,1,1,53700842.0,55894055.0
LWXSN5R,1,1,53709871.0,55894056.0
IMP60QD,1,1,53710644.0,55894057.0
G55BKO4,1,1,53719818.0,55894064.0
2YDEC63,1,1,53720044.0,55894063.0
YUS4V9E,1,1,53725355.0,55894073.0
47O7LMY,1,1,53725507.0,55894074.0
8R86AZD,1,1,53727183.0,55894075.0
28PKNLP,1,1,53728604.0,55894077.0
I2L18BL,1,1,53729105.0,55894077.0
9I3IYXP,1,1,53729795.0,55894078.0
VE0IOCI,1,1,53730531.0,55894079.0
1MSAYLV,1,1,53732960.0,55894080.0
EUC6YUO,1,1,53733133.0,55894058.0
P81H4FD,1,1,53733332.0,55894080.0
LB9A88I,1,1,53735656.0,55894081.0
AM7T8QI,1,1,53736423.0,55894083.0
ONMAZP9,1,1,53737509.0,55894084.0
IECEXSK,1,1,53737737.0,55894084.0
PJ2IS8Y,1,1,53739947.0,59855808.0
SRWQNDE,1,1,53740688.0,55894087.0
81JBBJO,1,1,53740896.0,55894088.0
D4UNQSA,1,1,53741238.0,55894090.0
LOM0C7G,1,1,53741358.0,55894090.0
EVPT281,1,1,53743071.0,55894091.0
6CUZB7G,1,1,53743740.0,55894092.0
J155GH8,1,1,53744204.0,55894092.0
2DBUJ4H,1,1,53745344.0,55894093.0
G9K7XTK,1,1,53746840.0,55894095.0
PC8F2X1,1,1,53746872.0,55894095.0
IT90YBB,1,1,53746952.0,55894096.0
T7141BN,1,1,53747431.0,55894097.0
HL5I5TL,1,1,53748162.0,55894098.0
OCWGNB5,1,1,53748547.0,55894099.0
NUO5UXP,1,1,53748694.0,55894100.0
L2RG6ZA,1,1,53748838.0,55894100.0
R937BC0,1,1,53748953.0,55894101.0
XHEIUW9,1,1,53749226.0,55894101.0
OE41KVL,1,1,53749338.0,55894102.0
LO48L26,1,1,53749452.0,55894103.0
RY0MUZN,1,1,53750449.0,55894104.0
EXDZV9U,1,1,53750525.0,55894105.0
3S1RG5T,1,1,53750721.0,55894106.0
SPC5KU3,1,1,53751877.0,55894107.0
GS32KLG,1,0,53752147.0,55894108.0
J6AOKCT,1,1,53752720.0,55894109.0
3HNDPMY,1,1,53753193.0,55894110.0
MUTM2XX,1,1,53753229.0,55894111.0
BMDXG7N,1,0,53755921.0,55894121.0
ABKGHHD,1,1,53756920.0,55894125.0
WGZPM4O,1,1,53757722.0,55894126.0
BN7TN1T,1,1,53759896.0,55894130.0
09AMMCI,1,1,53760113.0,55894131.0
4LJA9AB,1,1,53762966.0,55894134.0
9A8J4DL,1,1,53766661.0,55894135.0
N3QYI78,1,1,53792880.0,55894137.0
LK20911,1,1,53796016.0,55894138.0
ORWCCE8,1,1,53796119.0,55894138.0
J7CN14L,1,1,53796358.0,55894139.0
9Q4U8Q6,1,1,53799227.0,55894140.0
E8MD51J,1,1,53800600.0,55894141.0
Y7QSNTB,1,1,53810172.0,55894063.0
79I1U76,1,1,53814330.0,55894157.0
V2OUSLO,1,1,53814743.0,55894147.0
2GI2KBV,1,1,53815455.0,55894159.0
9EO90CA,1,1,53817388.0,55894160.0
5ZAGR1K,1,1,53818272.0,55894164.0
QDWCCY3,1,1,53824969.0,55894172.0
21H2W2V,1,1,53825948.0,55894173.0
PDMRQHI,1,1,53826007.0,55894173.0
PHO7KH0,1,1,53826710.0,55894174.0
I9QKGTT,1,1,53826848.0,55894116.0
9DOAP00,1,1,53828026.0,55894176.0
ELPZWWC,1,1,53828482.0,55894176.0
EOTSCA6,1,1,53829756.0,55894178.0
4UA9LXQ,1,1,53829773.0,55894178.0
557XJ3X,1,1,53830010.0,55894179.0
2AWKQVA,1,1,53959944.0,55894298.0
1ZDN3O1,1,1,53969681.0,55894300.0
TWJXZR2,1,1,53974364.0,55894302.0
OEKYC25,1,1,53975139.0,55894302.0
L6DV3F7,1,1,53975511.0,55894302.0
LZ0GB61,1,1,53977282.0,55894303.0
WF6RZWR,1,1,53979437.0,55894304.0
XB8COL3,1,1,53980117.0,55894304.0
Z8PHBQB,1,1,53981297.0,55894305.0
LR26DZQ,1,1,53981865.0,55894306.0
1K7Y82D,1,1,53982684.0,55894307.0
KICHQLH,1,1,53983252.0,55894308.0
HK5I6QC,1,1,53984016.0,55894311.0
L5BJS6F,1,1,53985268.0,55894312.0
XCFSIWD,1,1,53985517.0,55894313.0
PGBNCRE,1,1,53986230.0,55894313.0
8UY0JRU,1,1,53986770.0,55894314.0
77W627D,1,1,53986806.0,55894315.0
6HEZM5E,1,1,53988282.0,55894318.0
NHQSU6M,1,1,53991656.0,55894321.0
Y7GJ6R0,1,1,53992065.0,55894321.0
KYPNX19,1,1,53992479.0,55894323.0
9VXQAZY,1,1,53992554.0,64374099.0
LCM47LJ,1,0,53992769.0,55894325.0
OEBPOCI,1,1,53992900.0,55894325.0
GGHK00I,1,1,53994036.0,55894325.0
RYIGL7Y,1,1,53994761.0,55894326.0
C5RRH16,1,1,53995256.0,55894326.0
3KOMFKS,1,1,53996626.0,55894329.0
KW0Z6TQ,1,1,53997228.0,55894331.0
XXWZUJY,1,1,53998296.0,55894331.0
UZN4ZX7,1,1,53998501.0,55894332.0
ZPJVJAA,1,1,53998890.0,55894332.0
S4WK14T,1,1,53998913.0,55894333.0
WFFZS5O,1,1,54000407.0,55894335.0
6QSEDWO,1,1,54000521.0,55894336.0
MVF4TJR,1,1,54000535.0,55894337.0
UHZVIRM,1,1,54000591.0,55894337.0
