Cid,Locnum,Target
2P7A4A7,2,659
2P7A4A7,3,665
8KDUKAA,0,840
8KDUKAA,1,656
8KDUKAA,2,661
8KDUKAA,3,665
D4LRUCC,0,840
D4LRUCC,1,845
D4LRUCC,2,660
O9HUK1U,0,840
MZEG2OC,0,651
KZ8WOWW,0,845
55GE54Q,0,841
55GE54Q,1,658
7LGLNBU,0,653
F5YP6BB,0,840
87PILJG,0,842
87PILJG,1,656
8UGV78N,0,843
YG3UQE8,0,842
YG3UQE8,1,657
Q6CFYFY,0,666
MIAHVVW,0,840
EHSSHYS,0,653
EHSSHYS,1,656
SB4WYEO,0,841
SB4WYEO,1,655
I5FSCS1,0,841
EIAXA2Y,0,651
HZE7EBJ,0,652
D783YN6,0,838
JZQZULP,0,841
JZQZULP,1,656
JZQZULP,2,660
5GIO43I,0,652
YK8M7G2,0,844
ZYHXBPW,0,652
51F4PZ0,0,651
51F4PZ0,1,656
MTEENY6,0,841
MTEENY6,1,845
MTEENY6,2,662
2S1ML6R,0,841
2S1ML6R,1,657
2S1ML6R,2,661
XRUPV59,0,650
9WB4A99,0,651
FVGJ12T,0,653
PZZAT3E,0,841
PZZAT3E,1,844
PZZAT3E,2,850
PZZAT3E,3,666
PZZAT3E,4,669
PZZAT3E,5,672
PZZAT3E,6,679
03OP5XF,0,652
PZ2AW22,0,840
PZ2AW22,1,657
PZ2AW22,2,659
PZ2AW22,3,665
ZR2XBPO,0,651
U6VT3VX,0,839
AZ6DUIM,0,651
8UPC6X3,0,839
8UPC6X3,1,845
8UPC6X3,2,661
8UPC6X3,3,663
PMCHWSH,0,652
PMCHWSH,1,657
5DJOR6G,0,842
RS4UQQ2,0,841
RS4UQQ2,1,657
MU2SY50,0,650
T7A45IB,0,840
T7A45IB,1,845
T7A45IB,2,660
T7A45IB,3,663
T7A45IB,4,671
T7A45IB,5,675
SFEUE5F,0,839
SFEUE5F,1,845
SFEUE5F,2,663
3GMOPFF,0,653
J7YU6PX,0,653
EZ0BLAU,0,844
EZ0BLAU,1,848
JIK8RIO,0,653
G5OEYD7,0,654
7WWAOXU,0,841
7WWAOXU,1,655
7WWAOXU,2,849
DM2NAAR,0,651
JHVH6UF,0,652
HCRKN69,0,652
KRV701C,0,651
6IOTVFJ,0,841
6IOTVFJ,1,656
4EI7BPW,0,839
4EI7BPW,1,655
XDVFF38,0,842
QFLQ6S3,0,651
V0XC8D1,0,840
W02RPNT,0,840
W02RPNT,1,656
WBTJRRE,0,840
WBTJRRE,1,846
WBTJRRE,2,661
WBTJRRE,3,665
N65Y9ST,0,840
B7UEXLV,0,842
B7UEXLV,1,844
B7UEXLV,2,659
BDI55BI,0,651
5MTUWO6,0,653
5MTUWO6,1,657
V8NDMX8,0,651
P7ZX6LU,0,652
1JRSTKL,0,651
XQO16M1,0,651
MJ5HB22,0,651
N8QGFVS,0,651
MBU2NGX,0,841
WMD3LKI,0,652
XY67JZW,0,841
XY67JZW,1,655
M8TB1EW,0,652
VRRU73F,0,651
ECVL1C1,0,650
IGVI8IZ,0,653
RQ7K16Y,0,651
91DDJVR,0,841
ZXDRS4E,0,650
QT7MB0G,0,838
QT7MB0G,1,656
VKWWGZE,0,652
3JNDIIY,0,653
1AWSIUO,0,664
RAFG48H,0,654
RCCJYBM,0,840
RCCJYBM,1,845
FC0CGH5,0,651
FC0CGH5,1,655
ZKGH3KO,0,841
ZKGH3KO,1,656
ZKGH3KO,2,661
LZ74GKO,0,840
X6HNXKY,0,652
DIWI7FJ,0,665
DIWI7FJ,1,669
08V82S0,0,652
0TGC4OY,0,839
0TGC4OY,1,844
0TGC4OY,2,661
GXJDNL5,0,765
62EBQ31,0,841
62EBQ31,1,656
DJ3OMDE,0,842
2XPW3LV,0,652
UU2WDKR,0,841
UU2WDKR,1,846
UU2WDKR,2,662
HI1DNIG,0,840
HI1DNIG,1,656
DB39XJ7,0,651
1EOBO07,0,840
1EOBO07,1,656
CZ73SRP,0,839
FWNUI71,0,840
FWNUI71,1,844
FWNUI71,2,661
AST7JBJ,0,841
AST7JBJ,1,656
TPRDOCU,0,839
WDO57AG,0,765
AVDJAY5,0,841
46QK30J,0,652
KKHAY7F,0,840
KKHAY7F,1,845
KKHAY7F,2,849
KKHAY7F,3,665
FK7V7IR,0,650
A0LHZ77,0,653
5BRG7T2,0,650
7HU30IE,0,652
UTBF11K,0,651
GXGC1UG,0,652
E5CE5RC,0,651
PB20QK2,0,653
OV4T1HC,0,652
2PE93SV,0,651
GYCREEA,0,840
GYCREEA,1,655
8VR59EO,0,841
CL1EUS2,0,839
CL1EUS2,1,846
CL1EUS2,2,659
CL1EUS2,3,667
LZ0NMY6,0,651
QPX3YFA,0,840
QPX3YFA,1,846
UL8TIQE,0,650
H3NWP6U,0,651
M6WLHXR,0,842
M6WLHXR,1,656
973LKF1,0,839
3WTPYO7,0,842
3WTPYO7,1,655
X1Z2VMI,0,652
SGX6JB4,0,651
TPKNTRS,0,652
TPKNTRS,1,656
0VKCNLF,0,665
O9XQJFG,0,841
O9XQJFG,1,657
XK449JB,0,841
XK449JB,1,656
XH94M9P,0,841
6BA1PQQ,0,839
BZ8AUSM,0,651
7TAFQ9I,0,652
9RNYXJT,0,841
9RNYXJT,1,845
9RNYXJT,2,661
ATKECIL,0,654
GMGL4SX,0,842
4UZ3CW1,0,842
4UZ3CW1,1,656
16U9VMH,0,840
16U9VMH,1,845
16U9VMH,2,659
16U9VMH,3,664
16U9VMH,4,669
18VESA0,0,765
3RCPLMC,0,839
3RCPLMC,1,655
3GLDNYD,0,651
RROUC3N,0,653
7AOSV7N,0,652
IG92J5W,0,764
PWPQ92I,0,840
PWPQ92I,1,656
WRQ3MTU,0,654
RBWMBLE,0,651
HIVR19D,0,652
HIVR19D,1,656
WPJ2H4R,0,841
WPJ2H4R,1,656
8LYC1H6,0,840
8LYC1H6,1,657
8LYC1H6,2,662
8LYC1H6,3,666
8LYC1H6,4,784
7JKO3SM,0,650
GTFC7LL,0,652
8RZAQ8O,0,653
DCVLQI1,0,839
DCVLQI1,1,845
SHJ46G3,0,840
SHJ46G3,1,656
7XLPOJR,0,649
JGEZXLD,0,840
JGEZXLD,1,656
Y0ERYCU,0,766
EK16NCP,0,665
GD3SE2S,0,840
GD3SE2S,1,656
E3WF67L,0,652
ADATQ28,0,665
JU6GUSA,0,651
ZI6O706,0,652
OX730ZD,0,765
GNNKA7O,0,651
GNNKA7O,1,656
GNNKA7O,2,660
DIIRFA3,0,652
BDGCA9X,0,842
3WHT05V,0,840
3WHT05V,1,656
3WHT05V,2,658
M8OQOBJ,0,840
X1JT7PX,0,652
ER861NL,0,652
B0FKUD8,0,842
B0FKUD8,1,657
58509MD,0,841
58509MD,1,657
58509MD,2,850
58509MD,3,664
BHJL308,0,652
RR6AJHR,0,651
ATPTQLU,0,764
J6R443E,0,650
F58TSSH,0,652
I12ODGL,0,652
P5FHGHA,0,651
002U0H9,0,841
N05W9KW,0,650
KCWX76U,0,839
KCWX76U,1,656
KCWX76U,2,661
YN42D6B,0,650
D748CSV,0,651
XBPUG71,0,840
XBPUG71,1,657
371HBW1,0,841
371HBW1,1,655
HSN7JML,0,652
ZXJTEJJ,0,844
ZXJTEJJ,1,845
ZXJTEJJ,2,660
ZXJTEJJ,3,665
ZXJTEJJ,4,670
ZXJTEJJ,5,674
M7MIWFM,0,651
NWR45GQ,0,653
A41KXMN,0,841
A41KXMN,1,656
IS4T2RZ,0,651
IS4T2RZ,1,655
XYYSA5G,0,841
XYYSA5G,1,656
XYYSA5G,2,661
L9P2BYK,0,653
D3YY0RQ,0,650
YDYAGT2,0,666
AM0GAZA,0,651
NA4DNTL,0,841
NZC22KE,0,651
H68RK2E,0,842
H68RK2E,1,656
P5S3ZKM,0,839
T93BQ3B,0,841
T93BQ3B,1,655
3ZSI8B6,0,841
3ZSI8B6,1,657
3ZSI8B6,2,659
3ZSI8B6,3,665
OE3E418,0,840
0WGG6XI,0,840
0WGG6XI,1,656
0WGG6XI,2,660
QL5UG3V,0,840
QL5UG3V,1,655
QL5UG3V,2,660
QL5UG3V,3,664
7LTWIJ2,0,841
7LTWIJ2,1,656
HL3H6ZN,0,651
HTXL2DO,0,653
04A46HB,0,651
74NT17U,0,652
1ORDUJ9,0,840
1ORDUJ9,1,656
UFUFADY,0,841
UFUFADY,1,656
7GMLPHF,0,843
7GMLPHF,1,657
OIT3HCY,0,653
9WVW2YN,0,652
2LPOEI3,0,841
WV2WKWS,0,654
WR0M5NA,0,651
WFU8LYP,0,651
AT7TIYN,0,649
ISAXGLH,0,842
RRHADZN,0,650
JQJMJQ4,0,653
JQJMJQ4,1,656
WRUZ147,0,653
T0WNQ6W,0,652
T0WNQ6W,1,656
BXRNE10,0,840
BXRNE10,1,846
BXRNE10,2,849
BXRNE10,3,666
FE81JEC,0,651
OAJ0Y81,0,652
OAJ0Y81,1,656
O3G5F7N,0,651
O3G5F7N,1,656
TYX9VXV,0,652
A26YRQS,0,652
B02H0R8,0,652
B02H0R8,1,657
3XPXYEA,0,841
JZQPTJR,0,843
JZQPTJR,1,658
XOBV26R,0,765
FGO8VNO,0,652
S4DT3OY,0,652
MX0KLAH,0,653
4C447EF,0,653
1NVEWVD,0,650
1NVEWVD,1,655
1NVEWVD,2,660
1NVEWVD,3,664
W1AND5R,0,652
L6LH3KR,0,840
L6LH3KR,1,657
857TSUP,0,664
857TSUP,1,670
3DIJBED,0,654
GI7KYNS,0,841
GI7KYNS,1,845
GI7KYNS,2,660
ZR71H1Y,0,840
ZR71H1Y,1,846
ZR71H1Y,2,851
ZR71H1Y,3,666
16I31FE,0,840
16I31FE,1,656
16I31FE,2,661
L6HO3LX,0,651
O4C1N2L,0,652
77YRN5Q,0,651
77YRN5Q,1,656
37NVAIG,0,652
SN72J08,0,842
SN72J08,1,663
T5KGPXO,0,653
2D3CSP6,0,840
2D3CSP6,1,658
6XISCGO,0,840
6XISCGO,1,656
TDUGUAV,0,651
HEDQ5JX,0,653
ITOTSIS,0,841
ITOTSIS,1,845
TD46KT4,0,651
JKC18K2,0,652
JKC18K2,1,656
DXA5HDV,0,654
BFMG8C0,0,651
3X5EZQU,0,842
6QI2W39,0,652
KP8W7I6,0,653
JAU8FGE,0,653
GLM2LDZ,0,653
ZDSDJWV,0,652
4U66JYT,0,841
4U66JYT,1,655
LX65RTZ,0,651
6TL10CZ,0,665
3O7IM0I,0,651
RS90M3T,0,652
G4USS8A,0,651
U5JD3DQ,0,839
U5JD3DQ,1,655
U5JD3DQ,2,661
TW7K8WZ,0,659
57Q4ZKO,0,840
57Q4ZKO,1,655
57Q4ZKO,2,660
57Q4ZKO,3,665
JIPQHTC,0,652
6YMV9Z3,0,651
92L8H98,0,838
92L8H98,1,842
MNTPR1P,0,842
MNTPR1P,1,847
7MUXVAN,0,652
EH7TNC8,0,764
8NZXITD,0,841
8NZXITD,1,656
R8HPSEH,0,652
R8HPSEH,1,656
JPI6W0Y,0,839
267HTZV,0,841
267HTZV,1,656
37SU3PD,0,764
37SU3PD,1,769
37SU3PD,2,773
NV1VA1W,0,654
NV1VA1W,1,656
NV1VA1W,2,662
I9620IT,0,650
9XDR489,0,651
5H1X9G4,0,840
9GWNVWI,0,652
BRXY9BU,0,842
BRXY9BU,1,657
D069ADC,0,653
D069ADC,1,668
SWO65S1,0,653
2BFUGR1,0,764
53B9OG3,0,653
53B9OG3,1,655
53B9OG3,2,663
PSPYANV,0,842
8G85FL0,0,651
0ZV59KC,0,652
SXAPQ37,0,652
U0GO40Q,0,650
U0GO40Q,1,654
GT7IPFV,0,653
DS58HO6,0,841
DS58HO6,1,655
QUP71YX,0,649
1Q1V1SL,0,652
1Q1V1SL,1,657
K60BVA9,0,841
XKHXOKL,0,652
9F8QD70,0,839
4CJDN0Y,0,842
206N3LL,0,839
206N3LL,1,843
206N3LL,2,660
206N3LL,3,664
QGU0HPX,0,841
9BR5MVW,0,840
9BR5MVW,1,655
7NJZ6ON,0,652
P7UEO9P,0,653
K6ZLV8N,0,839
K6ZLV8N,1,657
LRX0V2F,0,651
LULPWG9,0,652
K2K19VN,0,654
9KCOC0Y,0,652
IOQ70HH,0,652
Z2EOCEM,0,839
VM6WW3J,0,652
89MRAKY,0,652
5HS8CPL,0,652
JG4RY26,0,651
PR0VL6Q,0,652
3CDZPH3,0,651
3CDZPH3,1,655
P0K91WC,0,841
P0K91WC,1,844
P0K91WC,2,661
VH2B05I,0,839
VH2B05I,1,656
VH2B05I,2,662
B3YSH4J,0,653
FQTZ4JD,0,840
FQTZ4JD,1,657
ZR9WJ3I,0,840
ZR9WJ3I,1,657
KHPCOSR,0,665
NKS749W,0,653
CM3K5QC,0,840
CM3K5QC,1,845
CM3K5QC,2,849
CM3K5QC,3,665
CM3K5QC,4,670
WJPKTZV,0,652
IYVLYH5,0,653
ZSPRBKV,0,651
MZ8G6F5,0,764
J55FQDH,0,841
Z1AXGH7,0,843
28USF4Q,0,653
2EM2KNT,0,840
LFREMCD,0,841
FU48VMO,0,841
FU48VMO,1,656
8M6SJH8,0,653
5TU0T7R,0,652
XAMQN2Y,0,839
XAMQN2Y,1,655
60946CE,0,840
60946CE,1,655
SXXVQRP,0,651
1CHMAPL,0,839
1CHMAPL,1,656
PA32VRL,0,652
Y7WE06I,0,842
Y7WE06I,1,655
Y7WE06I,2,660
DRWGZ6X,0,840
DRWGZ6X,1,657
YEGGWK1,0,840
YEGGWK1,1,845
YEGGWK1,2,850
YEGGWK1,3,666
YEGGWK1,4,670
YEGGWK1,5,675
L7BGTYA,0,659
05W1U95,0,652
7KGR2W3,0,840
7KGR2W3,1,656
E5J9RQ7,0,842
SFJDW3H,0,841
0KG8DFL,0,652
0KG8DFL,1,663
IOLRT8F,0,653
8FHY0A6,0,840
8FHY0A6,1,658
8FHY0A6,2,662
OUEOOMO,0,652
T806AVJ,0,842
T806AVJ,1,657
1XMSDTB,0,840
1XMSDTB,1,845
1XMSDTB,2,660
V6P8CNG,0,841
YJ3S2FO,0,653
YJ3S2FO,1,656
VUGWCBK,0,650
OSSDRGL,0,841
OSSDRGL,1,846
OSSDRGL,2,661
OSSDRGL,3,666
XDWSS7W,0,652
NW0CJW2,0,651
XYM4CVM,0,652
ETICGG5,0,840
ETICGG5,1,657
36I32ZV,0,653
0XOXJBU,0,651
0XOXJBU,1,656
C1G8MXT,0,841
C1G8MXT,1,656
2ZJOS9Q,0,651
FVVBWO7,0,652
D8BPWVC,0,652
2J8ZA6R,0,841
2J8ZA6R,1,655
KJ76AN7,0,651
FWB3MXK,0,844
FWB3MXK,1,657
CQZLSKG,0,842
CQZLSKG,1,656
9WDZ5QG,0,652
68JTX0C,0,654
68JTX0C,1,656
A910UTW,0,765
E5LCAGX,0,840
E5LCAGX,1,846
E5LCAGX,2,661
AT2FJRK,0,651
6CDQEH2,0,840
6CDQEH2,1,655
4WV8WV1,0,651
850OTCZ,0,651
H84KKAZ,0,841
H84KKAZ,1,845
H84KKAZ,2,850
H84KKAZ,3,854
H84KKAZ,4,669
H84KKAZ,5,675
ZX3KCDR,0,840
ZX3KCDR,1,656
0U5QRGB,0,651
70LYE86,0,651
70LYE86,1,655
71W5JTE,0,652
71W5JTE,1,656
ZQDVAXO,0,651
6OMT8O1,0,654
KALFHMI,0,652
MZSZ9HM,0,651
UBHFLD7,0,841
UBHFLD7,1,845
UBHFLD7,2,850
UBHFLD7,3,665
UBHFLD7,4,669
UBHFLD7,5,675
UBHFLD7,6,678
ONY7XSC,0,765
U9P9W4A,0,840
U9P9W4A,1,845
U9P9W4A,2,661
U9P9W4A,3,666
U9P9W4A,4,669
U9P9W4A,5,674
BJW3JF1,0,654
K11NAFH,0,652
K11NAFH,1,655
UDHUKAJ,0,652
2LN3RCV,0,763
77PU0YI,0,650
EVHA81Z,0,842
EVHA81Z,1,656
I8PQN1U,0,840
I8PQN1U,1,844
I8PQN1U,2,661
I8PQN1U,3,665
I8PQN1U,4,669
3KJAU8S,0,838
3KJAU8S,1,655
3KJAU8S,2,660
8XU2ZUF,0,842
8XU2ZUF,1,846
8XU2ZUF,2,661
KUZDJ6D,0,650
J7MRT91,0,842
J7MRT91,1,846
J7MRT91,2,661
TESEJPV,0,651
OV6MJN4,0,651
T3DWQVR,0,651
T3DWQVR,1,655
8LN5QK1,0,652
51XS4G3,0,841
51XS4G3,1,657
30MMI91,0,841
30MMI91,1,844
30MMI91,2,659
30MMI91,3,664
30MMI91,4,668
30MMI91,5,673
1QN87UI,0,652
PQRM546,0,842
CH5S0XG,0,840
XA4KNI7,0,652
1YNM267,0,841
1YNM267,1,656
GULK4FZ,0,651
MQDHDNS,0,652
WQFNZ5S,0,655
I9A5RAD,0,843
I9A5RAD,1,844
I9A5RAD,2,661
WSRVYD3,0,653
K6AU4CD,0,659
Q5ODNGQ,0,651
8F5W3OZ,0,764
4LVXPVU,0,651
4LVXPVU,1,656
MIPAF9P,0,840
MIPAF9P,1,845
MIPAF9P,2,659
V4JEZV0,0,841
V4JEZV0,1,655
ZHFB4A3,0,842
WMBJX53,0,839
JW9BGBS,0,652
RJ2HMFX,0,651
WLKJACZ,0,653
H97VVK2,0,840
H97VVK2,1,655
CQSCU9Q,0,840
1DMW60V,0,654
1DMW60V,1,656
85Y6JHE,0,841
QKSRQFH,0,660
8ZVI7QA,0,651
87YVSM7,0,651
HJY2OFL,0,840
HJY2OFL,1,844
HJY2OFL,2,661
HJY2OFL,3,663
9THT6OL,0,652
P2WFV6I,0,651
B7XSXA1,0,651
70VT4A2,0,651
8NN3E5H,0,651
977AGWH,0,840
977AGWH,1,847
977AGWH,2,660
IL43SKW,0,651
SZJ3E49,0,839
SZJ3E49,1,656
6RKN13A,0,652
KDDJMSD,0,651
87BSPOC,0,651
07IOKXX,0,841
07IOKXX,1,656
OUHSNJB,0,652
6IG1V7D,0,651
S83B7L0,0,840
S83B7L0,1,656
L9NVT3V,0,651
RKVHRCD,0,842
RKVHRCD,1,846
9FTTJSK,0,652
9FTTJSK,1,656
F68U8PG,0,650
WN56CPN,0,841
1FFN4IX,0,652
HYHUPHT,0,840
HYHUPHT,1,843
HYHUPHT,2,660
GH5V39E,0,840
GH5V39E,1,844
H8468PO,0,652
Q2RTENU,0,650
RYOHM1C,0,650
WJIOQJF,0,841
OZ7HE4O,0,841
NRHASIN,0,651
RZ6PIKM,0,840
RZ6PIKM,1,845
RZ6PIKM,2,852
RZ6PIKM,3,665
RZ6PIKM,4,667
JFFPXI7,0,839
JFFPXI7,1,655
DB7K7BZ,0,650
P473JYF,0,651
EH699M4,0,653
SSAFOON,0,653
P1P6SY8,0,652
ZYT1IKZ,0,664
ZYT1IKZ,1,657
55MH5PF,0,841
0UAG4SP,0,840
0UAG4SP,1,657
FAF7PUO,0,841
HKZ8YFX,0,841
HKZ8YFX,1,845
HKZ8YFX,2,661
P7TB9JM,0,652
CB4SAMV,0,842
CB4SAMV,1,657
CB4SAMV,2,661
JARYGMR,0,651
PM5O000,0,840
Z05M0Y2,0,653
LRX7BCH,0,840
LRX7BCH,1,656
Z7Y8ESU,0,841
Z7Y8ESU,1,656
WOF4JV3,0,840
WOF4JV3,1,656
ATK4FZH,0,653
ATK4FZH,1,657
ATK4FZH,2,661
M216FGK,0,651
M216FGK,1,656
8JFMKHC,0,652
UH3KIMO,0,840
UH3KIMO,1,658
UH3KIMO,2,662
73R09WA,0,652
UU24GK4,0,842
UU24GK4,1,658
UU24GK4,2,662
6AUZPZ1,0,653
6AUZPZ1,1,658
PTR8AMA,0,651
PTR8AMA,1,655
O4OK3LC,0,842
O4OK3LC,1,845
G09HELF,0,651
XBDM9X5,0,652
D92J6V2,0,652
P5IRA8B,0,661
3OPBLPJ,0,840
3OPBLPJ,1,656
3OPBLPJ,2,660
69MBCVU,0,840
69MBCVU,1,656
0NHVK63,0,841
0NHVK63,1,655
JQGBRSQ,0,651
2VWEOR2,0,840
2VWEOR2,1,656
7QDS7ZC,0,842
7QDS7ZC,1,657
JRHF0H4,0,840
JRHF0H4,1,655
1HCADOY,0,844
BXBRWF4,0,650
BXBRWF4,1,654
HR9YXBA,0,841
HR9YXBA,1,655
HR9YXBA,2,850
HR9YXBA,3,664
HR9YXBA,4,669
6F5U1DH,0,653
JFXU071,0,651
U100MM0,0,840
U100MM0,1,655
SFL03ZO,0,652
XBSNO28,0,653
P0YVYVB,0,692
NZ4LO7O,0,652
UB6TKX8,0,653
EWDL4KL,0,842
EWDL4KL,1,656
MYOS1SG,0,652
H6LSJD5,0,652
WJ1JRPZ,0,651
DYRP1DF,0,651
KNQCHQN,0,842
TYZFWTG,0,653
3FEDFN0,0,650
EXJ6KJV,0,652
JPHSQ6H,0,841
JPHSQ6H,1,846
JPHSQ6H,2,660
JPHSQ6H,3,664
6F203IK,0,651
JYYQHI0,0,659
QL1OSLT,0,844
V5EWR5C,0,652
796AXV9,0,651
QSS1ZDB,0,839
QSS1ZDB,1,655
UYMSL9N,0,651
KEP132N,0,841
KEP132N,1,845
KEP132N,2,662
P7XP2E9,0,840
P7XP2E9,1,657
LNES2QP,0,652
WZT5NWF,0,650
2G1HPYU,0,653
3IGMLOV,0,652
ZFSH5R7,0,653
ZFSH5R7,1,657
D4ATTHV,0,652
5RAMJCM,0,840
5RAMJCM,1,658
JX7Q9UY,0,652
TDYWH9D,0,652
MCETGXF,0,842
IYA9KI2,0,651
T3TP39Z,0,840
MSSKHR6,0,840
ZMK5IRN,0,652
ZMK5IRN,1,656
JKBD0O7,0,842
JKBD0O7,1,655
4CZRUKL,0,653
Z1HUGF4,0,651
20LMQZ8,0,650
O4ZK3BN,0,839
LSHHMWU,0,840
I6XYESB,0,842
IYCETUI,0,652
RSNCUPZ,0,653
CQLXI7H,0,841
CQLXI7H,1,655
IQ6KVO7,0,763
HBTSKLT,0,841
HBTSKLT,1,657
HBTSKLT,2,662
21IHGQT,0,840
21IHGQT,1,844
21IHGQT,2,660
21IHGQT,3,664
NL9QUB8,0,652
YLH39ZT,0,841
YLH39ZT,1,845
YLH39ZT,2,661
UDIF5X0,0,652
E1QE4ND,0,652
3QDTY60,0,653
3QDTY60,1,657
FXCCUCK,0,652
SU61ZR6,0,841
SU61ZR6,1,655
SU61ZR6,2,659
KKHH0YA,0,666
H8EW109,0,652
NBV2ILG,0,840
NBV2ILG,1,656
XR0TBV1,0,840
XR0TBV1,1,845
SNMPYNE,0,652
6BB0MDW,0,652
886LIZZ,0,665
2D81DV3,0,841
2D81DV3,1,846
2D81DV3,2,661
MUSV2PH,0,665
QCE2U27,0,651
0Y2TUZB,0,765
DTVEGM1,0,650
WUVD18V,0,840
WUVD18V,1,846
WUVD18V,2,661
TVXDM8H,0,840
TVXDM8H,1,656
K8NVFLL,0,652
X9DUSX3,0,650
DV9O2X5,0,653
1D4OAQ4,0,653
1D4OAQ4,1,659
A93FD4X,0,841
A93FD4X,1,656
AJM5NKP,0,651
JSJCVA3,0,650
496X3FA,0,652
UE6QZ81,0,650
LQV98RU,0,842
7IBP7YV,0,839
7IBP7YV,1,656
7IBP7YV,2,660
7IBP7YV,3,665
CFIYYY6,0,840
YAVBLVY,0,651
1S2M489,0,841
EGQQLW6,0,652
EGQQLW6,1,657
K6VYH4H,0,841
K6VYH4H,1,656
K6VYH4H,2,661
Q473ZNO,0,840
Q473ZNO,1,657
Q473ZNO,2,660
KG7TZGX,0,652
KN4RF7Z,0,660
DEFSVNA,0,651
9HGXR5W,0,842
9HGXR5W,1,656
9HGXR5W,2,660
8VXSK7H,0,652
85J4R1D,0,652
S0C8DQZ,0,650
S0C8DQZ,1,655
Q1TFX1Y,0,651
PMB13D8,0,650
PMB13D8,1,655
KYBEATH,0,840
KYBEATH,1,846
KYBEATH,2,660
CIZX5XS,0,654
CCGEZA3,0,842
CCGEZA3,1,657
CCGEZA3,2,661
CCGEZA3,3,667
S1HOLRF,0,653
WDMPAU1,0,652
QCP03DQ,0,651
1VB3ZSW,0,652
1VB3ZSW,1,657
43TFKJ4,0,651
IWX90QK,0,839
IWX90QK,1,656
GSEPKFM,0,651
K8WGMCL,0,765
T2S3IOF,0,840
T2S3IOF,1,657
2S79UPJ,0,653
7FU4YQW,0,650
BGRYR4V,0,841
RJI1B1X,0,653
Z3JEI7O,0,840
C89H8WX,0,652
MOK3WKH,0,840
MOK3WKH,1,655
MOK3WKH,2,659
JX07VP7,0,840
2W9QPJH,0,840
2W9QPJH,1,658
2W9QPJH,2,661
2W9QPJH,3,665
776U0YQ,0,764
776U0YQ,1,769
1579JIK,0,764
J9PCLD9,0,842
J9PCLD9,1,845
J9PCLD9,2,661
J9PCLD9,3,663
NJGORJJ,0,651
Y4QA2LF,0,842
Y4QA2LF,1,847
Y4QA2LF,2,659
Y4QA2LF,3,666
Y4QA2LF,4,668
PE4BNRU,0,653
8MOLIHP,0,840
8MOLIHP,1,844
8MOLIHP,2,847
8MOLIHP,3,664
8MOLIHP,4,668
S2KZTRM,0,839
S2KZTRM,1,844
S2KZTRM,2,661
BR5PTFK,0,651
YBKIQZF,0,651
HTUICWC,0,841
IEMPGGR,0,652
Q35HGT1,0,653
7CR4XBK,0,651
JY5PDWE,0,652
JY5PDWE,1,654
JY5PDWE,2,663
JY5PDWE,3,667
CQUBDUC,0,840
CQUBDUC,1,844
CQUBDUC,2,848
CQUBDUC,3,665
YUDCS32,0,651
1WN871G,0,651
RSX7668,0,651
JB2FEFA,0,650
996URME,0,651
1JXNIZ6,0,840
NVIZIDQ,0,654
3ISHL8J,0,654
ZDTH707,0,652
GT0S53W,0,651
VUZKVF6,0,653
LN0HPOZ,0,651
134E8ZA,0,653
SFHP8V5,0,652
9LPAWKQ,0,651
NFQOQL4,0,843
NFQOQL4,1,656
W0J9YLG,0,650
V1V6FGO,0,651
V1V6FGO,1,655
V1V6FGO,2,659
V1V6FGO,3,665
AY5BA37,0,841
QWYM3QU,0,651
CFXOJ3A,0,840
Z5BG7TN,0,840
Z5BG7TN,1,656
W75RV2W,0,651
OIKEHCQ,0,839
OIKEHCQ,1,655
GY61YVE,0,652
KC33PJ7,0,839
KC33PJ7,1,844
KC33PJ7,2,659
KC33PJ7,3,664
C7I8MK5,0,840
C7I8MK5,1,657
A2P6SBB,0,650
YCK9PNK,0,840
YCK9PNK,1,844
BMUYWCA,0,764
NYEZ3Y9,0,841
NYEZ3Y9,1,657
4ISWUV1,0,652
RGNZE7W,0,841
RGNZE7W,1,657
RGNZE7W,2,661
X6XDZT9,0,651
ATBU23M,0,840
7QZM74O,0,653
GB374KF,0,841
GB374KF,1,655
77JEETT,0,651
LG3NGMO,0,841
LG3NGMO,1,845
HO1MCQE,0,842
HO1MCQE,1,658
RYUESQE,0,651
2M0DZ3G,0,652
4YPHB1C,0,651
V3NKH05,0,840
V3NKH05,1,655
EY25ODF,0,840
EAF0RNL,0,653
T1EBZ7Q,0,652
XPEICRY,0,841
XPEICRY,1,846
XPEICRY,2,660
XPEICRY,3,664
XPEICRY,4,668
O4TSA4X,0,840
U9ICXW4,0,764
EAA1QSR,0,652
EAA1QSR,1,656
G86XOF5,0,839
G86XOF5,1,845
G86XOF5,2,659
1MEFD6R,0,652
1MEFD6R,1,656
NBMUCW5,0,652
NBMUCW5,1,655
FRVIW5A,0,842
FRVIW5A,1,655
GURC87A,0,650
60VXYMX,0,650
60VXYMX,1,655
WP11GVM,0,651
48YLQ03,0,840
48YLQ03,1,656
CNBRMU5,0,652
Z8KIG9A,0,651
ASYUWQV,0,839
ASYUWQV,1,656
XME6EA6,0,842
XME6EA6,1,657
XME6EA6,2,662
OF2EGTZ,0,653
29ZGOYP,0,841
29ZGOYP,1,845
29ZGOYP,2,662
29ZGOYP,3,666
GZT5389,0,840
GZT5389,1,845
GZT5389,2,662
GZT5389,3,666
FTL4WFH,0,840
JYE200G,0,653
