Cid,Locnum,Loctype,Clatitude,Clongitude,Vid
FFEBJ7D,3.0,4.0,-0.697377833,0.084670422,81.0
6BOXNGZ,1.0,2.0,-0.062888984,0.519624263,149.0
K4K9NY7,0.0,4.0,0.028047861,0.478319349,303.0
K4K9NY7,2.0,2.0,-0.610895644,0.130770422,90.0
2VBI7XC,1.0,1.0,-0.565763518,0.764855666,4.0
H067ELV,1.0,2.0,-0.191094231,0.449226818,67.0
EPW7QLR,0.0,3.0,0.007684811,0.45520797,303.0
EPW7QLR,1.0,3.0,0.061976171,0.53754531,157.0
8JOIWNU,0.0,1.0,0.668167403,0.540883403,79.0
0NE4ZVX,0.0,2.0,-0.37003582,0.648227389,20.0
0NE4ZVX,1.0,2.0,-0.811686543,0.148889223,299.0
G86POEA,2.0,2.0,-0.052726636,0.543170976,149.0
DYTN1TF,0.0,1.0,-1.037545684,0.099664123,84.0
VMOXALQ,0.0,1.0,0.09877327,0.546260775,157.0
VMOXALQ,1.0,3.0,-0.122309625,0.567248298,43.0
8U3O8EU,0.0,1.0,-0.188256217,0.503275716,67.0
Z21T8TU,1.0,3.0,0.070544872,0.618155303,547.0
Q1U90HG,1.0,1.0,-1.28594859,0.031384847,294.0
NUOBTYA,0.0,1.0,-0.387107885,0.628603068,20.0
2HT7RZV,0.0,4.0,0.022573077,0.551175455,110.0
2HT7RZV,1.0,4.0,0.024462297,0.584237654,110.0
YCHG7IM,0.0,2.0,-0.173559613,0.493018926,67.0
FBSTMCM,0.0,1.0,0.299889494,0.559994904,274.0
UDQQPDR,2.0,1.0,-0.867399852,-0.146242921,161.0
5B147F7,3.0,1.0,-0.831990441,0.157079545,299.0
Z2S3W7F,0.0,1.0,-0.488400239,0.066096823,86.0
F8S7EFA,2.0,4.0,-0.784833611,0.233147162,577.0
ZIPCQ6X,0.0,4.0,-1.046061612,0.09705782,289.0
03JJ1SX,0.0,2.0,-0.052855769,0.623653864,104.0
ZXCT8B6,0.0,2.0,0.056648041,0.611149784,547.0
V2KJK5W,0.0,4.0,0.614206295,0.541853418,79.0
CKELZO1,0.0,2.0,-0.777585119,0.232185416,577.0
LIF5VM1,1.0,1.0,0.654041657,0.520885706,79.0
6YT13BS,1.0,2.0,-1.024323698,0.09808341,84.0
6YT13BS,2.0,2.0,0.623383285,0.528719595,79.0
1PB762I,0.0,2.0,-0.518162432,0.060624418,86.0
1PB762I,1.0,4.0,-1.028183013,-0.092112591,459.0
PGGZLHG,1.0,3.0,0.462540876,0.53741901,28.0
TGISWY6,1.0,2.0,-0.48097268,0.679030883,176.0
EYRLBZL,0.0,1.0,0.436503312,0.554561145,28.0
NG066VJ,3.0,2.0,-0.434370257,0.645221177,20.0
T9DCXJU,0.0,1.0,-0.729945469,0.219485422,577.0
CHKKVCK,0.0,2.0,-0.860329434,-0.079042918,193.0
EQY8XAM,0.0,2.0,0.535772657,0.566714143,578.0
B7NM0MU,0.0,3.0,-0.778146915,0.135366927,299.0
5EMWG6C,0.0,1.0,-0.494876922,0.046721136,86.0
NKOSHCG,0.0,1.0,-0.750540396,0.228735823,577.0
O5Q4DY4,0.0,2.0,0.217491643,0.575631868,76.0
9VJZUWB,7.0,4.0,-0.175444392,0.493079123,67.0
V2A9RXW,7.0,2.0,-0.45035,0.105215,148.0
V2A9RXW,9.0,2.0,-0.874185228,0.109558805,154.0
V2A9RXW,10.0,2.0,-0.741435637,0.091118316,81.0
V2A9RXW,11.0,2.0,-1.026471334,-0.08854847,459.0
V2A9RXW,14.0,2.0,-1.043101065,0.064376214,84.0
7MWBR4X,2.0,1.0,-0.005578191,0.607584302,858.0
W9ADDR0,0.0,1.0,-0.471326923,0.6857775,176.0
W9ADDR0,1.0,4.0,-0.4317435,0.656367741,20.0
FWN5BAV,2.0,4.0,0.320784095,0.558820158,274.0
R1B9Z77,4.0,2.0,0.478274327,0.51658579,28.0
UWD5MXH,0.0,4.0,-0.551846123,0.091217158,583.0
MUR3RT3,1.0,4.0,-0.382209458,0.632916352,20.0
MUR3RT3,2.0,4.0,0.463958395,0.533207081,28.0
DGU9FU3,1.0,1.0,0.21638491,0.508104126,856.0
D3W82YY,0.0,1.0,-0.152478505,0.508573864,67.0
IBXK3X4,1.0,2.0,0.005926258,0.54699762,110.0
4WTZYIW,0.0,2.0,-1.161268332,0.138027801,55.0
GC5YVN7,2.0,4.0,-0.935642523,0.153717446,83.0
780J6Q1,0.0,3.0,-0.438123911,0.067391217,846.0
J1YGCHK,1.0,2.0,-0.845170613,0.038669102,356.0
5Q9I6SU,0.0,1.0,-0.824429776,0.054800995,225.0
ZYE0R8G,1.0,1.0,0.548160175,0.551400405,115.0
B69PPQA,2.0,2.0,-0.844829967,0.163815107,299.0
VUIE1ZS,0.0,2.0,2.04436151,0.714644362,573.0
5IVGKI5,4.0,2.0,-0.738660791,0.220573352,577.0
I14FHT6,1.0,2.0,-1.009035577,0.095447209,84.0
I14FHT6,2.0,1.0,-1.817840988,-0.015890257,196.0
L6LFY6H,0.0,2.0,-0.207822195,0.473790078,67.0
1VMVFCK,1.0,1.0,0.289252399,0.543058126,274.0
PTQKDLR,0.0,2.0,-1.054537217,0.040403013,180.0
KONNNN2,0.0,4.0,0.017406525,0.445570512,303.0
KX3GXIE,0.0,2.0,-0.693353311,0.060334015,81.0
JPX5QUZ,0.0,2.0,0.003366981,0.529313068,110.0
51SGB18,0.0,2.0,-0.694656228,0.087033064,81.0
6YGBG1F,2.0,4.0,-0.140273654,0.601687909,676.0
6YGBG1F,3.0,4.0,-0.138277115,0.574374386,43.0
6YGBG1F,4.0,4.0,0.001979168,0.483226577,303.0
6YGBG1F,5.0,4.0,-0.011212885,0.449538591,303.0
9OFNP3S,1.0,4.0,0.285541246,0.561222472,76.0
VUGN0S1,0.0,3.0,-0.952797811,0.059297764,44.0
QBSY0F5,0.0,4.0,0.543411825,0.557707379,578.0
TWTHUQI,0.0,2.0,-0.629210385,0.180434477,197.0
EM0XH67,0.0,1.0,0.283435297,0.542588251,76.0
B88B6C9,3.0,1.0,-0.367138462,0.644609545,20.0
B88B6C9,4.0,2.0,-0.606495943,0.109638295,90.0
UYDB0MX,2.0,2.0,-0.321040065,0.737436358,271.0
OYNML4D,0.0,2.0,-0.631621774,0.102133756,90.0
OYNML4D,2.0,2.0,-0.629992561,0.135293058,398.0
OYNML4D,3.0,2.0,-0.62117078,0.180777348,197.0
JZZ8FPY,0.0,2.0,-0.805968653,0.090983988,225.0
TQUO5ZD,1.0,3.0,0.079568968,0.607257408,547.0
3JICAHT,0.0,4.0,-0.739863465,0.23521292,577.0
YZNHLAP,1.0,1.0,-0.156459508,0.478181347,67.0
HWL5FDT,0.0,2.0,-0.215465158,0.499359407,67.0
JPRYH29,1.0,2.0,0.015121332,0.499321165,201.0
BEUR1XF,0.0,3.0,0.299999052,0.554531486,274.0
MVUBQSR,0.0,3.0,-0.876703004,-0.096548903,161.0
1VTXXTV,1.0,2.0,-0.816524293,0.092523972,189.0
R52SU7F,0.0,1.0,0.03699503,0.536798368,110.0
YMNYX0L,2.0,2.0,2.316572716,0.706374317,199.0
4L12GTY,1.0,1.0,-0.016307773,0.615975987,104.0
H1169HY,0.0,2.0,-0.815301566,0.071865629,189.0
DGGR5K7,0.0,2.0,-0.863472056,-0.121994208,161.0
S24ICCU,1.0,1.0,-0.162759133,0.473494431,67.0
70EAVKT,0.0,2.0,-0.02764744,0.502187966,149.0
70EAVKT,1.0,2.0,-0.053616229,0.631758473,104.0
AGCV922,0.0,1.0,-0.000319358,0.5518576,110.0
WVONELL,1.0,2.0,-0.792660223,0.15303449,299.0
1EC36BV,0.0,4.0,-0.422171293,0.114728924,846.0
QSW2YFI,0.0,3.0,-0.024493691,0.500659396,149.0
XA0FJ26,1.0,1.0,0.277189344,0.582328643,76.0
CS1XR30,2.0,2.0,-1.069208681,0.087694008,180.0
J65AKTY,1.0,1.0,-0.727074837,0.220636483,577.0
OHWIC3E,2.0,2.0,-0.518653692,0.08022081,86.0
T91HSF9,1.0,2.0,-1.255658195,0.102779054,843.0
7J50X6W,0.0,3.0,-0.428720716,0.073396254,846.0
8IRLJ02,1.0,1.0,2.16723311,0.712646125,855.0
WWZL30A,0.0,2.0,-0.939337425,0.137755008,83.0
IA3O7NR,1.0,2.0,-0.016341431,0.577980945,110.0
VEEF8Q4,0.0,2.0,-0.437976217,0.644391525,20.0
OFDBUE4,1.0,1.0,-0.518043101,0.078421039,86.0
JX443GE,2.0,4.0,-0.646340946,0.198018606,197.0
4LPCUJD,0.0,2.0,-0.00036072,0.482988074,303.0
ZXGRA0F,0.0,1.0,-0.113352292,0.155949072,845.0
ZXGRA0F,1.0,2.0,-0.388687287,0.680601937,20.0
00NAL8D,1.0,2.0,-1.274727561,0.097106587,843.0
5YX6M39,0.0,2.0,-0.652703012,0.108122259,398.0
7F4IQS9,0.0,2.0,-1.192907027,0.128829043,55.0
EOR8ZF0,2.0,2.0,-0.101359496,0.533912362,43.0
EOR8ZF0,3.0,2.0,0.534742838,0.529123935,115.0
EOR8ZF0,5.0,3.0,-0.001233893,0.472251644,303.0
8ZXWWAE,1.0,2.0,-0.864038895,0.058706803,154.0
M302C3U,1.0,1.0,-0.199873912,0.476329095,67.0
JW4Q87Q,0.0,1.0,-1.135543115,0.131894037,55.0
6EZ52FE,1.0,1.0,-1.308864399,0.04910267,294.0
6EZ52FE,2.0,1.0,-0.559133901,0.199639205,78.0
QVGXOVU,4.0,2.0,0.039844993,0.6211544,547.0
QVGXOVU,5.0,4.0,0.638297282,0.541541654,79.0
46FUQWU,0.0,2.0,-0.602082447,0.754446735,4.0
46FUQWU,1.0,2.0,-0.506528712,0.697525372,841.0
8RZ9PZC,0.0,2.0,-0.998650856,0.08922836,84.0
42LQVLI,0.0,2.0,0.655814759,0.542908014,79.0
XLU425O,1.0,2.0,-0.579330917,0.087257882,90.0
DDKVBEB,3.0,1.0,0.457894424,0.51735473,28.0
BLDA0JE,5.0,3.0,-0.03226698,0.572331615,401.0
HDEPQ9O,1.0,1.0,0.002623229,0.572960184,110.0
8CVW279,2.0,2.0,-0.021071154,0.652770455,104.0
LSFLPMS,2.0,4.0,-0.83475771,0.156444938,299.0
AIO7V87,0.0,4.0,-0.623244808,0.730992682,4.0
438HGUG,0.0,2.0,-1.01046376,0.037252179,84.0
M0M32ET,0.0,2.0,-0.814657714,0.060352704,225.0
PUSZE4Z,0.0,1.0,0.047412431,0.494185534,157.0
N1CDHLE,0.0,2.0,0.240032458,0.506591901,856.0
ZVV4W8M,1.0,2.0,0.025915385,0.601316818,547.0
S7G1G4U,0.0,1.0,-0.605521224,0.088829839,90.0
PL5V5SR,0.0,3.0,2.236213438,0.691204454,243.0
UNW3PEU,0.0,2.0,0.074114973,0.573446335,157.0
UNW3PEU,1.0,2.0,-0.002229615,0.652550636,104.0
UNW3PEU,2.0,2.0,0.027688846,0.545935318,110.0
3DJKENW,0.0,1.0,-0.467514949,0.6550434,176.0
UQ0C95N,0.0,2.0,-0.702554114,0.10297773,81.0
53O6J7W,0.0,2.0,-0.098419231,0.619382955,134.0
MMC4H6L,4.0,2.0,-0.226557409,0.491353975,582.0
XGU0T7S,2.0,2.0,-0.457817148,0.052779975,86.0
L8DQBHA,1.0,4.0,2.159915885,0.707147476,855.0
PV6HB7V,0.0,2.0,-0.766840923,0.104576387,300.0
CZX6B6G,0.0,1.0,-0.67416414,0.186243556,197.0
S3XG9S0,0.0,3.0,0.081394848,0.614149619,547.0
2TG9PG5,0.0,2.0,-0.410120876,0.64486777,20.0
2TG9PG5,2.0,3.0,-0.969248451,0.156184007,83.0
DKHEPUV,0.0,3.0,-0.451558169,0.749585172,13.0
DX8D5CB,0.0,2.0,-0.119833954,0.154780177,845.0
ZDCOKNP,2.0,2.0,-0.633102302,0.764739787,75.0
HYQ9E74,0.0,1.0,0.043859299,0.621066501,547.0
91P269G,0.0,3.0,2.043988982,0.725330772,573.0
DH7QMWR,0.0,4.0,-0.031935538,0.623400803,104.0
NL6CHBF,1.0,2.0,2.34351867,0.704959677,199.0
0UNTYTD,2.0,2.0,0.616995777,0.56010864,79.0
9C3GZ7N,4.0,2.0,-0.300762814,0.728311571,271.0
LNSW0DD,2.0,2.0,0.290032451,0.561843495,76.0
LNSW0DD,3.0,3.0,0.512948104,0.564653718,28.0
LNSW0DD,4.0,1.0,0.087150218,0.613756431,547.0
Z3F7QYM,0.0,2.0,1.662865574,0.776571852,192.0
BRB22VE,1.0,4.0,0.020322905,0.552009685,110.0
NSLVUIF,0.0,2.0,0.265425471,0.504781784,856.0
3YLQ6GP,0.0,2.0,0.023871411,0.552046574,110.0
GOUU656,0.0,2.0,-0.106587003,0.54630497,43.0
Q0X2BHR,1.0,4.0,-0.663265282,0.073499338,195.0
VVEIKIB,0.0,2.0,-0.095467073,0.620203639,134.0
1PYTQET,1.0,2.0,-0.968299159,0.111653952,44.0
5A352MP,0.0,2.0,-0.085924693,0.523740125,43.0
O74F3E6,0.0,2.0,-0.822177184,0.065182204,189.0
9L2URT7,0.0,2.0,0.24537486,0.535000069,76.0
CT887UA,0.0,2.0,-0.840157663,0.03874111,356.0
WG1QRH5,0.0,3.0,0.014842684,0.551366878,110.0
NUO5UXP,0.0,2.0,-0.568774132,0.092335951,90.0
5MB84OY,0.0,1.0,0.21829231,0.579313667,76.0
AVKJUT6,1.0,1.0,0.020987887,0.440286087,303.0
AVKJUT6,3.0,2.0,-0.780261614,0.233234791,577.0
8YK5NTA,1.0,2.0,0.236655111,0.586970017,76.0
1R6GX5R,0.0,2.0,0.074629767,0.547273344,157.0
ODESJ3S,1.0,4.0,-0.783345055,0.091652254,225.0
ODESJ3S,2.0,1.0,-1.042408407,0.039578721,180.0
5MEWCKP,1.0,2.0,-0.533309615,0.1605625,78.0
HA8KJN6,3.0,3.0,-0.015419596,0.564352358,110.0
ZW3GSK3,5.0,1.0,0.594735092,0.510709336,79.0
ZW3GSK3,6.0,1.0,0.081102647,0.585560772,547.0
WUICNDM,1.0,2.0,-0.781728169,0.082835877,225.0
GVGGTI4,0.0,1.0,-0.617420554,0.143608098,197.0
Q5AI6QA,1.0,3.0,0.076584928,0.509035981,157.0
Q4KLOSX,2.0,1.0,0.246941401,0.508693847,856.0
Q4KLOSX,3.0,1.0,0.243490769,0.542221159,76.0
Q4KLOSX,4.0,1.0,-0.061039615,0.617161659,134.0
HP3K3CY,1.0,2.0,0.501546154,0.554724318,28.0
HP3K3CY,2.0,3.0,-0.431566148,0.645154414,20.0
HP3K3CY,3.0,2.0,0.051259139,0.538481607,110.0
6T10WUC,0.0,1.0,-0.024757692,0.552048182,110.0
AD5KWVL,0.0,3.0,-0.568221699,0.183583444,78.0
7DI901A,1.0,1.0,-0.721753004,0.098166582,81.0
FK19ELK,0.0,2.0,-0.081540503,0.537307378,43.0
Z0EOT0C,1.0,2.0,-0.599837189,0.116979204,90.0
BK225JI,0.0,3.0,-0.096557217,0.5943395,676.0
94DVR48,0.0,1.0,-1.599048265,-0.087887349,849.0
K3ZSTRN,0.0,3.0,0.237042646,0.578221734,76.0
K3ZSTRN,1.0,3.0,-0.121789675,0.605691516,676.0
CQ9CLZP,0.0,3.0,0.653415161,0.522960608,79.0
CQ9CLZP,2.0,1.0,0.038230769,0.537935,110.0
6P8F6XU,0.0,1.0,-0.425676187,0.64556804,20.0
7URX8JP,2.0,3.0,-1.028355782,0.091736261,84.0
2N04MIR,3.0,2.0,-0.002113688,0.552528094,110.0
VUQZ6V5,0.0,3.0,-1.800756836,0.01046729,196.0
W1Y9QN9,0.0,4.0,-0.420435954,0.136401712,846.0
DG4CXQX,0.0,1.0,0.651902115,0.541935713,79.0
8INC5IP,0.0,1.0,-0.603326657,0.755262129,4.0
P7Z6KB5,0.0,1.0,0.017897557,0.631119163,547.0
P7Z6KB5,2.0,3.0,-0.404608849,0.643328547,20.0
ZGXL5KO,1.0,2.0,0.612237076,0.542031309,79.0
9JB31T7,0.0,2.0,-0.094823037,0.630372411,134.0
559KCYQ,0.0,2.0,0.305001224,0.538232436,274.0
PW5UESL,1.0,2.0,-0.654404503,0.08315713,398.0
MTJFUPC,0.0,2.0,0.585089142,0.552840116,106.0
CI551MQ,4.0,1.0,-0.992254145,0.079268374,84.0
NJMX0QS,0.0,2.0,-0.089793736,0.52187269,43.0
BJUJS7C,1.0,4.0,-0.126427057,0.530645536,43.0
A21EKF2,2.0,2.0,-0.381408114,0.645660934,20.0
8UGPG9D,0.0,1.0,-0.627804996,0.194514912,197.0
ZRXGTTP,1.0,3.0,-0.059706584,0.63280914,104.0
ZRXGTTP,2.0,1.0,-0.902987914,0.156856603,83.0
KBRIT9E,1.0,2.0,0.043698846,0.579977773,110.0
LXJ0PT6,1.0,2.0,-1.003649999,0.035215454,84.0
T5FF0UV,0.0,4.0,0.487990265,0.562493473,28.0
T5FF0UV,2.0,2.0,0.494025057,0.531941122,28.0
T5FF0UV,4.0,1.0,0.26543729,0.566880257,76.0
X53PNEA,3.0,1.0,-0.788017317,0.095905118,225.0
VQEO1RY,1.0,2.0,-0.819176487,0.109367026,189.0
2UFYUTM,0.0,3.0,-0.520316667,0.744441879,33.0
ES11594,1.0,1.0,2.234421666,0.691534598,243.0
ES11594,2.0,2.0,-0.048970061,0.511811779,149.0
I4K638F,0.0,2.0,0.483764655,0.563210507,28.0
MU1QZXZ,1.0,3.0,-0.691457792,0.066649418,81.0
NETYQ1C,7.0,2.0,-0.562552385,0.050097445,537.0
NETYQ1C,11.0,2.0,-0.754902812,0.052125859,81.0
NETYQ1C,13.0,2.0,0.042394615,0.57997675,110.0
NETYQ1C,15.0,2.0,0.593170445,0.532352567,79.0
NETYQ1C,21.0,2.0,-0.97194423,0.053798664,84.0
5581T3M,0.0,4.0,0.566401622,0.528820729,115.0
VTUAJIR,0.0,2.0,-0.623385103,0.116682903,90.0
0ATWELB,0.0,2.0,-0.724776755,0.07557043,81.0
GEFGEU6,0.0,2.0,-0.541756069,0.176950311,78.0
XWLX7MG,0.0,1.0,-0.842518122,0.036793192,356.0
BU02S82,1.0,1.0,-0.765228309,0.077466264,300.0
5F0316N,1.0,2.0,-1.583370201,-0.073943944,849.0
W648FC5,2.0,1.0,2.253239992,0.696465242,243.0
4ROLZEK,3.0,2.0,0.246950219,0.579815223,76.0
80DO6Q2,1.0,1.0,-0.194221205,0.497446857,67.0
80DO6Q2,2.0,1.0,-0.154973274,0.474946209,67.0
2CPK6QD,2.0,2.0,0.038449823,0.452578347,303.0
AD3BWDV,2.0,2.0,-0.518772822,0.092412838,86.0
8GPAX0J,1.0,1.0,0.009897298,0.522244016,110.0
1PXEJJS,1.0,1.0,0.025265903,0.613527834,547.0
HPGNEXN,1.0,2.0,-0.774273926,0.075098375,225.0
MGLOW49,1.0,3.0,-1.587196363,-0.047543346,849.0
EZTXK46,3.0,2.0,0.554556131,0.524312211,115.0
EZTXK46,5.0,2.0,-0.153557955,0.480695887,67.0
HCEQCH5,0.0,1.0,-1.259077094,0.096100759,843.0
0SORP7F,0.0,2.0,-0.405722026,0.115174533,846.0
O415JDN,1.0,2.0,-0.736844496,0.071600256,81.0
IEP6ZXV,0.0,1.0,-0.868687528,0.060549298,154.0
L9R9156,1.0,2.0,-0.495253343,0.097089702,86.0
W2DY6U0,2.0,2.0,-0.426722046,0.661915401,20.0
IVCQ2BL,0.0,2.0,0.23728493,0.489855138,856.0
7N75Q5W,2.0,3.0,-0.576671658,0.180523288,78.0
W005T1U,0.0,4.0,-0.114941689,0.562532335,43.0
W005T1U,1.0,1.0,-0.645708866,0.735561486,391.0
3I7SOI7,1.0,2.0,-0.587326403,0.752428923,4.0
NK9LFAT,1.0,2.0,0.02595215,0.637366763,547.0
TMGFF99,3.0,2.0,-0.367623837,0.64454478,20.0
TMGFF99,4.0,2.0,-0.018219476,0.650443819,104.0
TMGFF99,6.0,2.0,0.01017137,0.4852071,303.0
DV2QHMG,2.0,2.0,-0.086551591,0.649446577,134.0
OVQZN63,0.0,3.0,0.317163048,0.558252992,274.0
32UMPAB,0.0,2.0,-0.956525588,-0.077108222,459.0
3YQLN1I,0.0,4.0,-0.400135037,0.66305906,20.0
A1E4BWK,2.0,2.0,-0.208434985,0.473572125,67.0
O3NRB57,1.0,1.0,2.175837807,0.734443645,243.0
7R5JJKE,0.0,4.0,-0.621601083,0.046728301,145.0
AMF8794,0.0,2.0,-0.898058892,0.066438019,44.0
EG0O347,1.0,2.0,0.055383574,0.618835102,547.0
5AC7GYG,1.0,1.0,-0.608841174,0.722618304,4.0
L67QLI0,0.0,2.0,-0.008638944,0.519542315,110.0
NFPXATN,2.0,2.0,-0.060674953,0.505934154,149.0
NWFMA3O,1.0,2.0,0.456915943,0.53719689,28.0
0JOZNH1,1.0,3.0,0.087147717,0.521779392,157.0
DFHGZF9,1.0,2.0,-0.061470849,0.514780913,149.0
62V2FP3,0.0,2.0,-0.732024766,0.074810725,81.0
WRT69SS,2.0,1.0,0.520395537,0.531326726,578.0
MZPX4YF,0.0,3.0,-0.087082779,0.581966158,676.0
JY01T1N,2.0,1.0,-0.354958711,0.727978912,271.0
FXEDXR7,0.0,1.0,-0.941592593,0.138838869,83.0
VA1FIGK,1.0,1.0,-0.059269767,0.641505668,104.0
C390R00,1.0,2.0,0.613047887,0.557094004,79.0
9EUTGPB,0.0,1.0,-0.421635666,0.127530499,846.0
TT8OQK9,3.0,4.0,0.015344936,0.467796255,303.0
BDNIC18,0.0,1.0,-0.848447132,0.146348026,299.0
WI6FUGV,0.0,2.0,-0.854239525,-0.144358517,161.0
8E4AQQD,0.0,1.0,-0.435378465,0.053018622,419.0
WL05CM4,0.0,1.0,-0.613102995,0.752815526,4.0
CW3BF57,0.0,2.0,-0.009688653,0.596942773,858.0
QLIFF6I,2.0,1.0,-0.059560355,0.504502895,149.0
DKRCEZP,1.0,2.0,-0.06815781,0.63452494,104.0
DKRCEZP,2.0,2.0,-0.165006405,0.503914008,67.0
UW8TCLI,3.0,1.0,-1.611537428,-0.029208693,849.0
BVSLXXM,3.0,1.0,-1.185930461,0.07667014,55.0
PJ2IS8Y,0.0,2.0,0.612770106,0.541605771,79.0
1HW3IPE,0.0,1.0,-0.426999545,0.121945194,846.0
YAV3P0P,0.0,2.0,-0.76485026,0.095578033,300.0
B81IB68,1.0,2.0,-0.923052862,0.064477362,44.0
26R5DD0,3.0,1.0,0.563292793,0.528427906,115.0
3KNOK9Q,4.0,2.0,-0.401773075,0.630680256,20.0
BOSL9BX,2.0,2.0,-0.002665154,0.609992957,858.0
BZPCYO6,0.0,3.0,-0.803108712,0.088320836,225.0
RWUYJ8Z,2.0,2.0,0.060753502,0.585235988,547.0
QHGEF80,1.0,4.0,-0.010961583,0.574568247,110.0
8N5ODGG,0.0,2.0,-0.037845909,0.52502027,149.0
4MK0VNB,0.0,2.0,-0.42418572,0.637462383,20.0
FU3EPLR,2.0,2.0,-0.049479498,0.649337321,104.0
FU3EPLR,3.0,1.0,-0.067572496,0.616066788,134.0
52B1W40,0.0,1.0,-0.508601923,0.698606364,841.0
S2KLHPF,0.0,4.0,-0.751140042,0.055004288,81.0
D6W4PY3,0.0,1.0,-0.989127813,0.106747168,84.0
1R51IV4,2.0,2.0,-0.110748495,0.563652942,43.0
1R51IV4,3.0,1.0,0.217956135,0.599804753,76.0
TM9Z7HS,1.0,1.0,-0.60688583,0.747406639,4.0
T7F0M98,0.0,2.0,-0.440540141,0.644420492,20.0
T7F0M98,1.0,3.0,-0.063430483,0.529509581,149.0
VL5MNFT,0.0,1.0,-1.016571154,-0.062079545,459.0
6TK7MKS,3.0,2.0,-0.046626037,0.681857967,104.0
ZGG9UVG,0.0,2.0,-0.596199348,0.751934391,4.0
9OXHQ41,1.0,4.0,-0.110253846,0.584065909,43.0
2I9TQ7N,1.0,2.0,-0.135808429,0.51099292,43.0
IRHSMPL,0.0,4.0,-0.449693229,0.127993262,846.0
9USHN2P,1.0,2.0,-0.075485429,0.545915021,43.0
LWHDS6X,1.0,2.0,-0.779724079,0.097985163,225.0
1P1FAUZ,0.0,2.0,-0.053687133,0.5258737,149.0
T6KTFQK,0.0,1.0,-0.745425412,0.080013698,81.0
2N9ATYI,1.0,2.0,-0.758253015,0.221879414,577.0
7DO26LY,3.0,1.0,-0.477364451,0.097519529,86.0
2ER889D,0.0,4.0,-0.817221307,0.060261265,225.0
8I1C94J,0.0,1.0,-0.648071782,0.074994365,145.0
ZFCQ1MO,3.0,2.0,-0.75591366,0.223445513,577.0
ZFCQ1MO,4.0,2.0,-0.122805962,0.605975409,676.0
TCR4YHP,0.0,1.0,-0.836713974,0.091179058,154.0
YZPZBEA,0.0,3.0,-0.856596339,0.10671682,154.0
HQQ6VMN,1.0,1.0,0.551218574,0.551610059,115.0
JDL6Y2R,1.0,2.0,-1.769881641,0.017195809,196.0
7U7G9ZL,2.0,4.0,0.25518373,0.490492712,856.0
P6I0H2R,4.0,1.0,-4.44e-05,0.471804387,303.0
6ZATWUE,1.0,2.0,-0.644015414,0.186612741,197.0
7ZN6TX9,0.0,2.0,-0.989017391,0.054716255,84.0
NXIKTKQ,2.0,1.0,-0.01297599,0.475355208,303.0
BVEM83I,1.0,1.0,0.041140927,0.55387736,110.0
BVEM83I,2.0,2.0,0.478737292,0.555122733,28.0
BQVC1SK,0.0,2.0,0.224325731,0.452077139,856.0
51HUW8B,3.0,2.0,-0.596795957,0.746843945,4.0
XUQV9XI,4.0,1.0,-0.464549276,0.069219234,86.0
S9WKTSC,1.0,4.0,0.004348269,0.555071523,110.0
PNESAII,2.0,4.0,-0.639951122,0.187640058,197.0
HJV2WBA,0.0,4.0,-0.73615382,0.22984012,577.0
WIFY6GP,0.0,1.0,-0.977480962,-0.071927955,459.0
5Y6HWET,2.0,2.0,0.015763666,0.448158244,303.0
5Y6HWET,4.0,2.0,0.029957547,0.612295694,547.0
5Y6HWET,5.0,1.0,-0.134351161,0.536633016,43.0
5Y6HWET,6.0,2.0,-0.579811538,0.093444545,90.0
87P6E05,1.0,1.0,-0.548369193,0.742041141,4.0
VVPDEC0,1.0,2.0,-0.510014669,0.698188104,841.0
BFQFNPO,0.0,2.0,-0.178055901,0.440417912,582.0
FJX1TDA,1.0,2.0,-0.858302377,0.111801229,154.0
9G39P6V,0.0,3.0,-1.172466243,0.062618866,55.0
9G39P6V,1.0,2.0,-0.846879635,0.113173934,154.0
MKHNRD7,0.0,3.0,-0.895843667,0.068316389,44.0
OWCYC3A,1.0,1.0,-0.490983845,0.119507472,148.0
5BTW9C1,0.0,2.0,-0.455673723,0.040314931,148.0
81130EL,0.0,2.0,-0.941268884,0.153628047,83.0
GFBKHG8,2.0,1.0,-1.160035513,0.061609734,55.0
U7E7CFW,2.0,2.0,-0.558263366,0.747783252,4.0
U7E7CFW,4.0,4.0,-0.666566894,0.714294762,391.0
8ZUEY3G,0.0,2.0,-0.891647043,0.064378304,154.0
UKJ2GCB,0.0,3.0,-0.989100082,0.040225469,84.0
WSVG6Y9,4.0,2.0,0.291510756,0.555159887,76.0
E5S9GXX,1.0,3.0,-0.6185613,0.733269139,4.0
4G4L2WC,4.0,4.0,0.256679168,0.48451626,856.0
JA3VY0F,0.0,2.0,-0.79374721,0.107579394,225.0
PLXHNIM,1.0,2.0,0.265378196,0.518653834,856.0
TSWBYSW,0.0,2.0,-0.798118754,0.137493029,299.0
J0KENW4,3.0,2.0,0.640497545,0.563889822,79.0
00FQ1U9,0.0,1.0,-0.905000476,0.160991358,83.0
32CXOYM,0.0,1.0,-0.426148812,0.128573776,846.0
6IXWH57,1.0,2.0,0.266757438,0.494123208,856.0
XRLJ6FR,0.0,1.0,0.003164423,0.483753114,303.0
NSMGUEJ,0.0,3.0,-0.932857871,0.050074205,44.0
